origin,destination,flow
1,2,0.0007574936130021454
1,3,0.0008933248993033495
1,4,0.0023461341830438996
1,5,0.0005491799420281438
1,6,0.0007252922304738428
1,7,0.001368617305421097
1,8,0.0002626461854944833
1,9,0.0010371187092842792
1,10,0.0008487113475095919
1,11,0.0004167444378844699
1,12,0.0010797416301581053
1,13,0.0011825518623757407
1,14,0.0026775156832442508
1,15,0.00039672103274868896
1,16,0.00116932002155502
1,17,0.005458778366197869
1,18,0.0013628796045342356
1,19,0.00016159239232384613
1,20,0.0006160417217505468
1,21,0.0007008191797523327
1,22,0.0007881727483563829
1,23,0.0003166274122055652
1,24,0.0014344252217153009
1,25,0.001888991647078468
2,1,0.0007574936130021454
2,3,0.0015221300781287507
2,4,0.0016032775621000735
2,5,0.0003889927009418963
2,6,0.0006529269417375116
2,7,0.00045409804161730097
2,8,0.0003749411885659097
2,9,0.0007844256783894532
2,10,0.0004915687412865987
2,11,0.0002873534280889264
2,12,0.0009338400933207776
2,13,0.00013887578064933443
2,14,0.0008715450551205702
2,15,0.0001360654781741371
2,16,0.0005977747556617642
2,17,0.0029059698552905
2,18,0.0007648706569995384
2,19,9.437932479204347e-05
2,20,0.0009583131440422876
2,21,0.00045620576847369896
2,22,0.0008586645021092491
2,23,0.0004354797877191187
2,24,0.00023594831198010867
2,25,6.615920410360368e-05
3,1,0.0008933248993033495
3,2,0.0015221300781287507
3,4,0.004114165727752416
3,5,0.0006974233975948026
3,6,0.0016535117188442256
3,7,0.0006968379179124698
3,8,0.0006754093615390903
3,9,0.0019412164347425518
3,10,0.000496720962491127
3,11,0.00039402782620995817
3,12,0.002605852970126719
3,13,0.00021557361903492807
3,14,0.0027710753364810284
3,15,0.0007631142179525401
3,16,0.0004146367110280719
3,17,0.024014971418052866
3,18,0.004410886830758667
3,19,0.00033782177670601166
3,20,0.0015456663613585284
3,21,0.0008332546838960066
3,22,0.0020099517494484194
3,23,0.0005016389918227224
3,24,0.0009467206463320986
3,25,0.006076693622931881
4,1,0.0023461341830438996
4,2,0.0016032775621000735
4,3,0.004114165727752416
4,5,0.0022358298108924044
4,6,0.004112292192768951
4,7,0.0025085462469230115
4,8,0.0032016370948685516
4,9,0.006011822474129409
4,10,0.0018531602905197022
4,11,0.003341566738946085
4,12,0.007656551997738644
4,13,0.0015199052553358861
4,14,0.0051635795103656835
4,15,0.006033368126439256
4,16,0.001680795072040933
4,17,0.020245301935385058
4,18,0.004368263909884841
4,19,0.0018053851484413476
4,20,0.0030703725500895434
4,21,0.004953509400344684
4,22,0.004133837845078797
4,23,0.0015946124628015484
4,24,0.00205854656308204
4,25,0.004766741381680528
5,1,0.0005491799420281438
5,2,0.0003889927009418963
5,3,0.0006974233975948026
5,4,0.0022358298108924044
5,6,0.0008529268012223879
5,7,0.00036323159491925415
5,8,0.0001829038527607592
5,9,0.0008407488238298662
5,10,0.00022447291020638628
5,11,0.00026381714485914883
5,12,0.0006968379179124698
