origin,destination,flow
1,2,0.0011241453350140775
1,3,0.001325723413328551
1,4,0.0034817399802662013
1,5,0.00081500102353007
1,6,0.0010763574285171118
1,7,0.0020310729132237654
1,8,0.0003897755428097968
1,9,0.0015391181376131836
1,10,0.0012595154410545732
1,11,0.0006184623971734583
1,12,0.0016023719483946217
1,13,0.0017549457007740251
1,14,0.003973520981671339
1,15,0.0005887470080426178
1,16,0.0017353092155589082
1,17,0.008101005909365631
1,18,0.002022557977157033
1,19,0.0002398084035120462
1,20,0.0009142260948383152
2,1,0.0011241453350140775
2,3,0.0022588908965602093
2,4,0.002379316420932563
2,5,0.000577277910483346
2,6,0.0009689649695530214
2,7,0.0006738963687099386
2,8,0.0005564250058301246
2,9,0.001164113402266085
2,10,0.0007295041144518623
2,11,0.0004264419001583778
2,12,0.001385849288412006
2,13,0.00020609620765600493
2,14,0.0012934014111160579
2,15,0.00020192562672536064
2,16,0.0008871173187891275
2,17,0.004312554456491631
2,18,0.0011350931099570187
2,19,0.00014006200958747045
2,20,0.0014221680973497
3,1,0.001325723413328551
3,2,0.0022588908965602093
3,4,0.006105556708257785
3,5,0.001034999167621556
3,6,0.0024538655550678293
3,7,0.0010341302965943384
3,8,0.0010023296169981758
3,9,0.0028808287778425376
3,10,0.0007371501794913768
3,11,0.000584750201317417
3,12,0.0038671711679399102
3,13,0.0003199183122215051
3,14,0.0041123665718207055
3,15,0.001132486496875366
3,16,0.0006153344614754751
3,17,0.03563900424599894
3,18,0.006545900544851644
3,19,0.0005013385827045314
3,20,0.002293819511854355
4,1,0.0034817399802662013
4,2,0.002379316420932563
4,3,0.006105556708257785
4,5,0.003318044678738413
4,6,0.006102776320970689
4,7,0.003722764803216352
4,8,0.004751334325236498
4,9,0.008921741481675335
4,10,0.002750150575349017
4,11,0.004958994500741495
4,12,0.011362573971334902
4,13,0.0022555891866567826
4,14,0.007662921137442537
4,15,0.008953715935476942
4,16,0.0024943549449361673
4,17,0.030044691250155964
4,18,0.0064826467340702056
4,19,0.002679250699528064
4,20,0.004556533440934321
5,1,0.00081500102353007
5,2,0.000577277910483346
5,3,0.001034999167621556
5,4,0.003318044678738413
5,6,0.0012657713124505396
5,7,0.0005390475852857734
5,8,0.00027143530890276534
5,9,0.0012476987950844143
5,10,0.000333125151835212
5,11,0.00039151328486423194
5,12,0.0010341302965943384
5,13,0.0003284332482882372
5,14,0.001233275536032603
5,15,0.0003491123787360151
5,16,0.00023285743529430572
5,17,0.004397008720337178
5,18,0.0010480322330298194
5,19,0.00018089894786669572
5,20,0.0007173399200708165
6,1,0.0010763574285171118
6,2,0.0009689649695530214
6,3,0.0024538655550678293
6,4,0.006102776320970689
6,5,0.0012657713124505396
6,7,0.0008728678339427595
6,8,0.0006102950095176132
6,9,0.001810553446515949
6,10,0.0006156820098863621
6,11,0.0004782266133805443
6,12,0.002504433848851891
6,13,0.0003550207017210945
6,14,0.0027181761215474107
6,15,0.0008713038660937679
6,16,0.0003503287981741197
6,17,0.010779909060482807
6,18,0.002673516150748428
6,19,0.0005138503254964642
6,20,0.0008749531244080816
7,1,0.0020310729132237654
7,2,0.0006738963687099386
7,3,0.0010341302965943384
7,4,0.003722764803216352
7,5,0.0005390475852857734
7,6,0.0008728678339427595
7,8,0.002008308492310665
7,9,0.0011258830770685126
7,10,0.0059536780527001554
7,11,0.001761027797964548
7,12,0.004752724518880046
7,13,0.0012040814695180929
7,14,0.001383416449535797
7,15,0.0008129157330647479
7,16,0.0023478632897472873
7,17,0.005178645096422093
7,18,0.00131182147689307
7,19,0.0009644468402114901
7,20,0.0005367885206150078
8,1,0.0003897755428097968
8,2,0.0005564250058301246
8,3,0.0010023296169981758
8,4,0.004751334325236498
8,5,0.00027143530890276534
8,6,0.0006102950095176132
8,7,0.002008308492310665
8,9,0.0009757421635653184
8,10,0.0012329279876217157
8,11,0.0018685940311340818
8,12,0.005276132425675904
8,13,0.00030983940830578145
8,14,0.0005972619441093498
8,15,0.001546069105830924
8,16,0.00043599948145777096
8,17,0.004044247083286849
8,18,0.0008966749000885206
8,19,0.0015205242976307277
8,20,0.00044885877266059084
9,1,0.0015391181376131836
9,2,0.001164113402266085
9,3,0.0028808287778425376
9,4,0.008921741481675335
9,5,0.0012476987950844143
9,6,0.001810553446515949
9,7,0.0011258830770685126
9,8,0.0009757421635653184
9,10,0.0007729476658127402
9,11,0.0008820778668312656
9,12,0.0039034899768776044
9,13,0.0008311620246363166
9,14,0.00427640942175938
9,15,0.0017323550540663684
9,16,0.0007340222437933935
9,17,0.013892378854181545
9,18,0.003475657883075678
9,19,0.0007456651155581088
9,20,0.0018427016745229984
10,1,0.0012595154410545732
10,2,0.0007295041144518623
10,3,0.0007371501794913768
10,4,0.002750150575349017
10,5,0.000333125151835212
10,6,0.0006156820098863621
10,7,0.0059536780527001554
10,8,0.0012329279876217157
10,9,0.0007729476658127402
10,11,0.0007593932777881464
10,12,0.0030005592053931173
10,13,0.0006827588531875576
10,14,0.001494805715225088
10,15,0.0004784003875859878
10,16,0.0034777431735410003
10,17,0.004879579688853809
10,18,0.0010376057807032085
10,19,0.00037031283180012355
10,20,0.0006219378812823285
11,1,0.0006184623971734583
11,2,0.0004264419001583778
11,3,0.000584750201317417
11,4,0.004958994500741495
11,5,0.00039151328486423194
11,6,0.0004782266133805443
11,7,0.001761027797964548
11,8,0.0018685940311340818
11,9,0.0008820778668312656
11,10,0.0007593932777881464
11,12,0.002656486278614964
11,13,0.0005357458753823467
